filename,lat,long,lat_norm,long_norm
01432760.jpg,-0.0011722,0.0002107,0.061393301138457375,0.4634784651412044
01432771.jpg,-0.0011717,0.0001465,0.06187816372839945,0.4163491678962862
01432782.jpg,-0.0011707,8.14e-05,0.06284788890828338,0.36855917956849527
01432793.jpg,-0.0011737,1.75e-05,0.05993871336863136,0.3216501126845347
01432804.jpg,-0.001187,-4.64e-05,0.04704136847617394,0.27474104580057407
01432815.jpg,-0.0011975,-9.93e-05,0.03685925408739163,0.235907092151724
01432826.jpg,-0.0011997,-0.0001089,0.034725858691646835,0.22885972060108206
01432837.jpg,-0.0011997,-0.0001089,0.034725858691646835,0.22885972060108206
01432848.jpg,-0.0011997,-0.0001089,0.034725858691646835,0.22885972060108206
01432859.jpg,-0.0011997,-0.0001089,0.034725858691646835,0.22885972060108206
01432870.jpg,-0.0011997,-0.0001089,0.034725858691646835,0.22885972060108206
01432892.jpg,-0.0011997,-0.0001089,0.034725858691646835,0.22885972060108206
01432903.jpg,-0.0011995,-0.0001135,0.034919803727623544,0.22548285506639945
01111608.jpg,-0.0011678,-0.0002425,0.06566009192994696,0.13078379985464794
01111630.jpg,-0.0011646,-0.000274,0.0687632125055759,0.10765961195410398
01111641.jpg,-0.0011548,-0.0003028,0.07826651926843922,0.08651749730217807
01111652.jpg,-0.0011241,-0.0003415,0.1080370822908787,0.05810778073865261
01111663.jpg,-0.001065,-0.0003667,0.1653478404220244,0.03960843041821742
01111674.jpg,-0.0010028,-0.0003834,0.2256647466108104,0.02734894032491318
01111685.jpg,-0.0009404,-0.0003983,0.2861755978355734,0.0164108323973543
01111707.jpg,-0.0008121,-0.0004042,0.4105913384146933,0.012079635298522228
01111718.jpg,-0.0007478,-0.0004049,0.47294466748123587,0.011565764456287944
01111740.jpg,-0.0006222,-0.0004053,0.5947421500746688,0.011272123975011188
01111751.jpg,-0.0005579,-0.0004054,0.6570954791412114,0.011198713854692
01111762.jpg,-0.0005003,-0.0004056,0.712951649502531,0.011051893614053622
01111784.jpg,-0.0004912,-0.0004056,0.7217761486394756,0.011051893614053622
01111795.jpg,-0.0004912,-0.0004056,0.7217761486394756,0.011051893614053622
01111806.jpg,-0.0004912,-0.0004056,0.7217761486394756,0.011051893614053622
01111817.jpg,-0.0004912,-0.0004056,0.7217761486394756,0.011051893614053622
01111828.jpg,-0.0004912,-0.0004056,0.7217761486394756,0.011051893614053622
01111850.jpg,-0.0004895,-0.0004056,0.7234246814452784,0.011051893614053622
01111861.jpg,-0.0004771,-0.0004037,0.7354492736758402,0.012446685900118173
01111872.jpg,-0.0004585,-0.0003943,0.7534861620216832,0.019347237210121777
01111905.jpg,-0.0003172,-0.0003583,0.8905083299392952,0.04577488052502918
01111916.jpg,-0.0002702,-0.0003139,0.9360854133938442,0.0783689739467483
01111938.jpg,-0.0002536,-0.0001869,0.9521828513799189,0.17159982675211605
01111960.jpg,-0.0002531,-5.84e-05,0.9526677139698609,0.2659318313622716
01111971.jpg,-0.0002532,5.8e-06,0.9525707414518727,0.31306112860718976
01111982.jpg,-0.0002534,7e-05,0.9523767964158958,0.360190425852108
01112004.jpg,-0.0002537,0.0001985,0.9520858788619306,0.4545224304622635
01112015.jpg,-0.0002539,0.0002627,0.9518919338259537,0.5016517277071817
01112037.jpg,-0.0002542,0.0003885,0.9516010162719885,0.5940016590687192
01112048.jpg,-0.0002544,0.0004494,0.9514070712360115,0.6387084223431042
01112059.jpg,-0.0002546,0.0005061,0.9512131262000348,0.6803319605640834
01112070.jpg,-0.0002546,0.0005255,0.9512131262000348,0.6945735239060057
01112081.jpg,-0.0002547,0.0005479,0.9511161536820464,0.7110173908575037
01112092.jpg,-0.0002548,0.0005832,0.9510191811640581,0.7369311633301766
01112103.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112114.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112136.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112147.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112180.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112202.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112213.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112224.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112235.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112246.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112257.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112268.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112279.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112290.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112301.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112312.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112323.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112334.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112345.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112356.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112367.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112378.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112389.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112400.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112411.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112422.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112433.jpg,-0.0002549,0.0006007,0.9509222086460697,0.7497779343860345
01112444.jpg,-0.0002549,0.000601,0.9509222086460697,0.749998164746992
01112455.jpg,-0.0002549,0.0006107,0.9509222086460697,0.7571189464179533
01112499.jpg,-0.0002566,0.0007648,0.9492736758402668,0.8702439418298207
01112510.jpg,-0.0002672,0.0008298,0.9389945889334962,0.9179605200372923
01112532.jpg,-0.000357,0.0009153,0.8519132677799112,0.9807261729101974
01112543.jpg,-0.0004199,0.0009223,0.7909175539652062,0.9858648813325406
01112554.jpg,-0.0004809,0.0009219,0.7317643179922809,0.9855712408512638
01112565.jpg,-0.0005448,0.0009207,0.6697988789976921,0.9846903194074336
01112576.jpg,-0.000609,0.00092,0.607542522449138,0.9841764485651993
01112587.jpg,-0.0006732,0.0009195,0.5452861659005838,0.9838093979636032
01112609.jpg,-0.0007995,0.0008981,0.42280987568123196,0.9680996322152973
01112620.jpg,-0.0008626,0.000886,0.3616202168305502,0.9592170076566755
01112631.jpg,-0.0009252,0.0008717,0.30091542056981047,0.9487193604510318
01112642.jpg,-0.0009855,0.0008496,0.242440992222804,0.9324957238604915
01112664.jpg,-0.0010907,0.0007769,0.14042590329900506,0.8791265663884422
01112675.jpg,-0.0011306,0.0007265,0.10173386862163257,0.8421278657475719
01112697.jpg,-0.0011695,0.0006047,0.06401155912414425,0.7527143391988019
01112730.jpg,-0.0011732,0.0004121,0.060423575958573436,0.6113264474640473
01112741.jpg,-0.0011729,0.0003478,0.060714493512538596,0.56412374009881
01112752.jpg,-0.0011725,0.0002836,0.061102383584492215,0.5169944428538918
01112763.jpg,-0.0011722,0.0002194,0.061393301138457375,0.46986514560897363
01112774.jpg,-0.0011718,0.0001573,0.06178119121041099,0.4242774608907584
01112785.jpg,-0.0011708,9.36e-05,0.06275091639029494,0.3775152142474361
01112796.jpg,-0.0011711,2.95e-05,0.06245999883632977,0.33045932712283715
01112807.jpg,-0.0011844,-3.36e-05,0.049562653943872347,0.28413754120143003
01112818.jpg,-0.0011963,-9.58e-05,0.038022924303252485,0.23847644636289558
01112840.jpg,-0.0012,-0.0001163,0.034434941137681675,0.22342737169746218
01112862.jpg,-0.0012,-0.0001163,0.034434941137681675,0.22342737169746218
01112873.jpg,-0.0012,-0.0001163,0.034434941137681675,0.22342737169746218
01112884.jpg,-0.0012,-0.0001163,0.034434941137681675,0.22342737169746218
01112895.jpg,-0.0012,-0.0001163,0.034434941137681675,0.22342737169746218
01112917.jpg,-0.0011998,-0.0001378,0.03462888617365838,0.20764419582883695
01112928.jpg,-0.0011998,-0.0001608,0.03462888617365838,0.1907598681554239
00975177.jpg,-0.0011725,-0.0002444,0.061102383584492215,0.1293890075685834
00975188.jpg,-0.0011506,-0.0003066,0.0823393650239521,0.08372791273004893
00975199.jpg,-0.0011041,-0.0003517,0.12743158588855918,0.05061994846609553
00975221.jpg,-0.0009941,-0.0003854,0.23410135567580154,0.025880737918529437
00975232.jpg,-0.0009321,-0.0003989,0.2942243168286107,0.015970371675439164
00975243.jpg,-0.0008695,-0.000403,0.35492911308935043,0.012960556742352495
00975276.jpg,-0.0006887,-0.0004051,0.5302554256123815,0.011418944215649566
00975287.jpg,-0.0006237,-0.0004052,0.5932875623048428,0.011345534095330378
00975309.jpg,-0.0005058,-0.0004056,0.7076181610131688,0.011051893614053622
00975320.jpg,-0.0004437,-0.000387,0.7678380946839666,0.024706175993422456
00975331.jpg,-0.0003796,-0.0003769,0.8299974787145322,0.032120598145660345
00975353.jpg,-0.0002722,-0.0003139,0.9341459630340762,0.0783689739467483
00975364.jpg,-0.0002582,-0.0002542,0.9477221155524523,0.12219481577730304
00975375.jpg,-0.0002545,-0.0001949,0.9513100987180233,0.16572701712658106
00975386.jpg,-0.0002534,-0.0001323,0.9523767964158958,0.21168175244639229
00975397.jpg,-0.0002532,-6.93e-05,0.9525707414518727,0.2579301282474802
00975408.jpg,-0.0002532,-9.1e-06,0.9525707414518727,0.30212302067963087
00975430.jpg,-0.0002535,0.0001121,0.9522798238979073,0.3910960865064858
00975441.jpg,-0.0002537,0.0001748,0.9520858788619306,0.43712423194661615
00975452.jpg,-0.0002539,0.0002399,0.9518919338259537,0.484914220274407
00975463.jpg,-0.000254,0.0003002,0.9517949613079654,0.5291805228268769
00975518.jpg,-0.0002548,0.0005995,0.9510191811640581,0.7488970129422042
00975540.jpg,-0.0002551,0.0007089,0.9507282636100928,0.829207684571395
00975551.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975562.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975573.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975606.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975628.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975639.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975650.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975661.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975672.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975683.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975694.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975705.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975716.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975727.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975738.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975749.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975760.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975771.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975782.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975793.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975804.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975815.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975826.jpg,-0.0002551,0.0007091,0.9507282636100928,0.8293545048120334
00975848.jpg,-0.0002552,0.0007313,0.9506312910921043,0.8456515515228931
00975870.jpg,-0.0002561,0.0007729,0.9497585384302089,0.8761901615756749
00975881.jpg,-0.0002575,0.0007972,0.9484009231783713,0.8940288208132372
00975892.jpg,-0.0002575,0.0007976,0.9484009231783713,0.894322461294514
00975903.jpg,-0.000264,0.000823,0.9420977095091251,0.9129686318555876
00975914.jpg,-0.0002923,0.0008772,0.9146544869184073,0.952756917068587
00975936.jpg,-0.0004019,0.000919,0.8083726072031187,0.9834423473620073
00975947.jpg,-0.0004638,0.0009231,0.7483466185682978,0.986452162295094
00975958.jpg,-0.0005283,0.0009212,0.6857993444657784,0.9850573700090294
00975991.jpg,-0.0007093,0.0009193,0.5102790869067707,0.9836625777229648
00976002.jpg,-0.0007723,0.000905,0.4491864005740773,0.9731649305173211
00976013.jpg,-0.0008347,0.0008914,0.3886755493493144,0.9631811541539116
00976024.jpg,-0.0008928,0.0008798,0.3323345163980528,0.954665580196886
00976035.jpg,-0.0009498,0.000864,0.2770601811446636,0.9430667811864544
00976046.jpg,-0.0010075,0.0008377,0.22110703826535566,0.9237599195425081
00976068.jpg,-0.0011037,0.0007618,0.1278194759605128,0.868041638220245
00976090.jpg,-0.0011603,0.0006533,0.07293303077907724,0.7883916576739268
00976123.jpg,-0.001173,0.00047,0.06061752099455014,0.6538309071288567
00976145.jpg,-0.0011728,0.0003443,0.060811466030526846,0.5615543858876385
00976156.jpg,-0.0011725,0.000282,0.061102383584492215,0.5158198809287848
00976167.jpg,-0.0011722,0.0002226,0.061393301138457375,0.4722142694591876
00976178.jpg,-0.0011718,0.0001647,0.06178119121041099,0.42970980979437823
00976189.jpg,-0.0011709,0.0001014,0.06265394387230669,0.38324120363233277
00976200.jpg,-0.0011705,3.63e-05,0.06304183394426009,0.33545121530454186
00976211.jpg,-0.0011816,-1.79e-05,0.05227788444754746,0.29566293009154243
00976222.jpg,-0.0011921,-7.03e-05,0.042095770058765365,0.25719602704428834
00976244.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976255.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976266.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976277.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976288.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976299.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976321.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976332.jpg,-0.0011951,-8.82e-05,0.039186594519113334,0.24405561550715377
00976343.jpg,-0.0011961,-9.67e-05,0.03821686933922919,0.23781575528002288
01123601.jpg,-0.0011676,-0.0002497,0.06585403696592387,0.12549827119166646
01123612.jpg,-0.0011563,-0.0002964,0.0768119314986132,0.09121574500260604
01123623.jpg,-0.0011133,-0.0003478,0.11851011423362617,0.05348294315854382
01123645.jpg,-0.0009907,-0.0003864,0.23739842128740718,0.02514663671533755
01123656.jpg,-0.0009276,-0.0004,0.29858808013808885,0.015162860351928086
01123678.jpg,-0.0007989,-0.0004044,0.4233917107891624,0.01193281505788385
01123700.jpg,-0.000672,-0.0004051,0.5464498361164446,0.011418944215649566
01123733.jpg,-0.0004774,-0.0004008,0.7351583561218751,0.014575579389374614
01123744.jpg,-0.0004264,-0.0003821,0.7846143402959601,0.028303271889062596
01123755.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123788.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123810.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123821.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123832.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123843.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123854.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123865.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123876.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123887.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123898.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123909.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123920.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123931.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123942.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123953.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123964.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123975.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01123997.jpg,-0.0004267,-0.0003822,0.7843234227419948,0.028229861768743408
01124008.jpg,-0.0004161,-0.0003799,0.7946025096487656,0.029918294536084713
01124019.jpg,-0.0003665,-0.0003738,0.842700878571013,0.03439631187555516
01124030.jpg,-0.0003029,-0.0003499,0.9043754000116366,0.05194133063184089
01124041.jpg,-0.0002655,-0.0002977,0.9406431217392991,0.09026141343845659
01124052.jpg,-0.0002556,-0.0002336,0.9502434010201509,0.1373173005630556
01124063.jpg,-0.0002537,-0.0001699,0.9520858788619306,0.18407954720637784
01124074.jpg,-0.0002532,-0.0001048,0.9525707414518727,0.23186953553416872
01124085.jpg,-0.0002532,-4.06e-05,0.9525707414518727,0.2789988327790869
01124118.jpg,-0.0002536,0.0001521,0.9521828513799189,0.42046013463416065
01124129.jpg,-0.0002538,0.0002165,0.9519889063439422,0.4677362521197172
01124140.jpg,-0.000254,0.0002814,0.9517949613079654,0.5153794202068698
01124151.jpg,-0.0002541,0.0003453,0.9516979887899769,0.5622884870908303
01124162.jpg,-0.0002542,0.0003607,0.9516010162719885,0.5735936456199852
01124173.jpg,-0.0002543,0.0003948,0.951504043754,0.5986264966488279
01124184.jpg,-0.0002544,0.0004564,0.9514070712360115,0.6438471307654473
01124206.jpg,-0.0002548,0.0005777,0.9510191811640581,0.7328936067126214
01124217.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124228.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124239.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124250.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124261.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124272.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124283.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124305.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124316.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124327.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124338.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124349.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124360.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124371.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124382.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124393.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124415.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124426.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124437.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124448.jpg,-0.0002548,0.0005984,0.9510191811640581,0.7480895016186931
01124492.jpg,-0.0002551,0.0006932,0.9507282636100928,0.8176822956812826
01124503.jpg,-0.0002559,0.0007568,0.9499524834661858,0.8643711322042857
01124514.jpg,-0.0002646,0.0008195,0.9415158744011947,0.9103992776444161
01124536.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124547.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124569.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124591.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124602.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124613.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124635.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124646.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124657.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124668.jpg,-0.0003139,0.0009031,0.8937084230329124,0.9717701382312566
01124679.jpg,-0.0003152,0.000904,0.8924477802990631,0.9724308293141292
01124690.jpg,-0.0003486,0.0009142,0.8600589592909369,0.9799186615866864
01124712.jpg,-0.0004639,0.0009217,0.7482496460503094,0.9854244206106253
01124723.jpg,-0.0005245,0.0009208,0.6894843001493377,0.9847637295277528
01124734.jpg,-0.0005869,0.0009202,0.6289734489245747,0.9843232688058375
01124745.jpg,-0.0006495,0.0009197,0.5682686526638351,0.9839562182042416
01124767.jpg,-0.00077,0.0009052,0.4514167684878106,0.9733117507579594
01124778.jpg,-0.0008296,0.0008922,0.3936211477667229,0.9637684351164651
01124789.jpg,-0.0008895,0.0008804,0.3355346094916701,0.955106040918801
01124800.jpg,-0.0009476,0.0008649,0.2791935765404084,0.9437274722693271
01124811.jpg,-0.0010032,0.0008407,0.2252768565388568,0.9259622231520838
01124844.jpg,-0.0011368,0.0007151,0.0957215725063516,0.8337591120311847
01124855.jpg,-0.0011597,0.0006571,0.07351486588700756,0.791181242246056
01124866.jpg,-0.0011704,0.000596,0.06313880646224855,0.7463276587310327
01124877.jpg,-0.0011729,0.0005338,0.060714493512538596,0.7006665638924982
01124888.jpg,-0.0011732,0.0004723,0.060423575958573436,0.655519339896198
01124910.jpg,-0.0011729,0.0003498,0.060714493512538596,0.5655919425051937
01124921.jpg,-0.0011726,0.0002887,0.061005411066503756,0.5207383589901704
01124932.jpg,-0.0011722,0.0002282,0.061393301138457375,0.4763252361970621
01124943.jpg,-0.0011719,0.0001735,0.061684218692422535,0.4361699003824667
01124954.jpg,-0.0011711,0.0001098,0.06245999883632977,0.3894076537391445
01124965.jpg,-0.0011703,4.96e-05,0.06323577898023701,0.3452147613069938
01124976.jpg,-0.0011705,1.81e-05,0.06304183394426009,0.3220905734064498
01124987.jpg,-0.0011705,1.82e-05,0.06304183394426009,0.322163983526769
01124998.jpg,-0.0011705,1.82e-05,0.06304183394426009,0.322163983526769
01125020.jpg,-0.0011705,1.82e-05,0.06304183394426009,0.322163983526769
01125031.jpg,-0.0011705,1.82e-05,0.06304183394426009,0.322163983526769
